X,Y,source_url,upstream,completeness,name,date_modified,uuid,type,version,what3words,source,nature-of-facility,raw-source,ownership,physical-address,phone,email,url
36.85888,-1.3139317,http://www.openstreetmap.org/node/1678061743,openstreetmap¶n1678061743,35.29%,Avenue Healthcare Hospital,2015-11-17T09:43:57.838Z,03ebbcaafcf04d00b2adcf66f7376467,hospital,2,flash.punters.admits,OpenStreetMap,,,,,,,
36.7753013,-1.3099284,http://www.openstreetmap.org/node/701794672,openstreetmap¶n701794672,35.29%,Ayany Clinic AND Laboratory,2015-11-17T09:43:57.838Z,8f440fe93ae34e6db3b37d6edea4aa10,hospital,2,overtones.itself.denote,OpenStreetMap,,,,,,,
36.8606527,-1.2599529,http://www.openstreetmap.org/node/2317088370,openstreetmap¶n2317088370,35.29%,BARAKE HOSPITAL,2015-11-17T09:43:57.838Z,763034cce2f344d69238c49d646e0788,hospital,2,spenders.blanket.tortoises,OpenStreetMap,,,,,,,
34.3022,-1.15964,http://opendata.go.tz/dataset/list-of-health-facilities-with-geographical-location,Tanzania Ministry of Health and Social Welfare¶100355-7,41.18%,BETHANIA,2016-05-20T18:16:41.338Z,eeb2febcc9894f2abd461463cf6378bf,,2,desire.resting.capitulated,Ministry of Health and Social Welfare,Dispensary,https://data.humdata.org/dataset/tanzania-healthsites,Private,,,,
34.302166497315902,-1.1595679,http://www.openstreetmap.org/way/405101325,OpenStreetMap¶w405101325,29.41%,BETHANIA Dispensary,2016-03-22T11:09:24Z,569aa5875ac74afc8f1633113e296598,clinic,2,onslaughts.vertigo.jurisdiction,OpenStreetMap,,,,,,,
36.8851284,-1.2468035,http://www.openstreetmap.org/node/2405823260,openstreetmap¶n2405823260,35.29%,Baba Dogo Health Centre,2015-11-17T09:43:57.838Z,36dc9ae08ff1448590c1bc6b4ca256b0,hospital,2,decompose.hobby.tent,OpenStreetMap,,,,,,,
36.860604,-1.2600381,http://www.openstreetmap.org/node/2392593353,openstreetmap¶n2392593353,35.29%,Baraka hospital,2015-11-17T09:43:57.838Z,6f23a0338dc04a179eb4771d50130473,hospital,2,fairy.dislodge.routs,OpenStreetMap,,,,,,,
36.8606312,-1.259942,http://www.openstreetmap.org/node/1038202677,openstreetmap¶n1038202677,35.29%,Baraka medical center,2015-11-17T09:43:57.838Z,f1cfcd471087415bbe8d7d8b8d4d44a3,hospital,2,offstage.thrashing.bluffs,OpenStreetMap,,,,,,,
40.0360241,1.7415482,http://www.openstreetmap.org/node/3683520805,openstreetmap¶n3683520805,35.29%,Barwaqo Dispensary,2015-11-17T09:43:57.838Z,066fa8c8725e4caf9806bbe6b75a9f50,clinic,2,rascal.reappear.saddens,OpenStreetMap,,,,,,,
36.891392,-1.2491808,http://www.openstreetmap.org/node/1732933775,openstreetmap¶n1732933775,35.29%,Bazari Medical Center,2015-11-17T09:43:57.838Z,35707fac8a57440aa8dd146d8e0caff3,hospital,2,shadowed.vest.passing,OpenStreetMap,,,,,,,
36.888729,-1.3235312,http://www.openstreetmap.org/node/1419101732,openstreetmap¶n1419101732,35.29%,Be well medical clinic,2015-11-17T09:43:57.838Z,64182882111f4fe7bc413d0a36e3d9b1,hospital,2,trending.kitchens.silent,OpenStreetMap,,,,,,,
39.5632562,-4.1898915,http://www.openstreetmap.org/node/4076565762,OpenStreetMap¶n4076565762,29.41%,Bethany Dispensary,2016-03-24T11:34:09Z,3df44ae3c74c45ce9e6c6ae5d8588eb5,hospital,2,habitually.reinforced.disconcertingly,OpenStreetMap,,,,,,,
36.808462501119301,-1.2891297,http://www.openstreetmap.org/way/247396175,openstreetmap¶w247396175,35.29%,Better Living Hospital,2015-12-11T10:51:22.924Z,aa058c06137e4860ad6f13be06056442,hospital,2,brink.internet.guidebook,OpenStreetMap,,,,,,,
36.8928028,-1.2470816,http://www.openstreetmap.org/node/1732933776,openstreetmap¶n1732933776,35.29%,Bidii Nursing Home,2015-11-17T09:43:57.838Z,662d795223094bbcb93af50b17341ae8,hospital,2,opinion.steps.hairstyle,OpenStreetMap,,,,,,,
40.5261799,2.6620328,http://www.openstreetmap.org/node/3702436354,openstreetmap¶n3702436354,35.29%,Bojigaras Dispensary,2015-11-17T09:43:57.838Z,18f26ca64c5943c589084490e093d128,clinic,2,converting.emotionless.attachments,OpenStreetMap,,,,,,,
35.3420369,-0.7813271,http://www.openstreetmap.org/node/3141486564,openstreetmap¶n3141486564,35.29%,Bomet Medical Clinic,2015-11-17T09:43:57.838Z,67485f5fe0f4469486e25138dd1de744,hospital,2,syrup.isolating.breakage,OpenStreetMap,,,,,,,
36.8688262,-1.2598294,http://www.openstreetmap.org/node/1123193430,openstreetmap¶n1123193430,35.29%,Bonfaith medical centre,2015-11-17T09:43:57.838Z,5f18fb2f0542431fa88bf80a25c80137,hospital,2,chuckle.saturate.scary,OpenStreetMap,,,,,,,
36.9242019,-1.197056,http://www.openstreetmap.org/node/1045131911,openstreetmap¶n1045131911,35.29%,Brookhaven Medical Clinic,2015-11-17T09:43:57.838Z,6d59a73dd6344cc09b4f8d5d01d4d037,hospital,2,heats.golf.steepest,OpenStreetMap,,,,,,,
39.4969017,2.7956282,http://www.openstreetmap.org/node/3695322662,openstreetmap¶n3695322662,35.29%,Buna Health Center,2015-11-17T09:43:57.838Z,f68e648b0bba4aa193833cde6eea1747,clinic,2,fearful.congestion.bestowing,OpenStreetMap,,,,,,,
34.560388292875302,0.5730175,http://www.openstreetmap.org/way/385085274,OpenStreetMap¶w385085274,29.41%,Bungoma District  Hospital,2015-12-09T09:20:23Z,b991e52a152441a498e9ea3c367bf392,hospital,2,dolls.evolving.jogged,OpenStreetMap,,,,,,,
34.5602319,0.573097,http://www.openstreetmap.org/node/3884435999,OpenStreetMap¶n3884435999,29.41%,Bungoma District Hospital,2015-12-09T09:27:21Z,f91a61ca92294d4ab3620175e8c0cc50,hospital,2,sunblock.promoting.crisper,OpenStreetMap,,,,,,,
40.2653301,2.9759219,http://www.openstreetmap.org/node/3702436357,openstreetmap¶n3702436357,35.29%,Bur Mayo Dispensary,2015-11-17T09:43:57.838Z,90d0a0c7125e4ea79b753c576a225e72,clinic,2,uses.imagines.loner,OpenStreetMap,,,,,,,
34.729624431875003,0.36598405,http://www.openstreetmap.org/way/364260048,openstreetmap¶w364260048,41.18%,Bushili Health Centre,2015-12-11T10:51:22.924Z,5b608365e2fe41eb86800f019fd0b633,hospital,2,blundered.dairy.cuckoo,OpenStreetMap,,,,"Kakamega, 50100",,,
34.7294884,0.365909,http://www.openstreetmap.org/node/2406458862,openstreetmap¶n2406458862,35.29%,Bushili Health Centre,2015-11-17T09:43:57.838Z,d8eaa3b31cd4424bb614c0cd128883b0,hospital,2,spirited.rebranding.makeups,OpenStreetMap,,,,,,,
39.4249356,3.3707483,http://www.openstreetmap.org/node/3695407059,openstreetmap¶n3695407059,35.29%,Bute Hospital,2015-11-17T09:43:57.838Z,8faec8797eab4255a2ed9fca4c147d61,hospital,2,cheerleaders.putted.nuisances,OpenStreetMap,,,,,,,
34.1244408,0.5368905,http://www.openstreetmap.org/node/3999155364,OpenStreetMap¶n3999155364,35.29%,Buteba Health Centre 111,2016-02-10T13:48:50Z,72362ca86a854aa1839e63e4da232eb7,hospital,2,gruff.yearbook.carpools,OpenStreetMap,,,,Buteba,,,
34.492537459284101,0.2083577,http://www.openstreetmap.org/way/232284570,openstreetmap¶w232284570,41.18%,Butere District Hospital,2015-12-11T10:51:22.924Z,b8b92e21643446e2b7921d792482f06f,hospital,2,legal.nightingale.orderliness,OpenStreetMap,,,,"40, Butere, 50101",,,
36.8465595,-1.2804601,http://www.openstreetmap.org/node/4551045189,OpenStreetMap¶n4551045189,41.18%,CARE HOSPITAL LTD.,2016-12-12T15:00:40Z,343d3b33d0244bbb88f91dc83b467902,hospital,2,ropes.method.extent,OpenStreetMap,,,,Muniami Street,0723 937 630,carehospitalnrb@gmail.com,
36.8804115,-1.3092404,http://www.openstreetmap.org/node/949597873,openstreetmap¶n949597873,35.29%,Cana Hospital,2015-11-17T09:43:57.838Z,356cf9e4cd624cfc8c261a4ae206a722,hospital,2,riper.invested.escorting,OpenStreetMap,,,,,,,
36.811459259035097,-1.28542205,http://www.openstreetmap.org/way/314452231,openstreetmap¶w314452231,35.29%,Central hospital,2015-12-11T10:51:22.924Z,ac9996447e284317a19fe88f84b87995,hospital,2,forehand.glides.botanists,OpenStreetMap,,,,,,,
36.8778917,-1.2593728,http://www.openstreetmap.org/node/1038195561,openstreetmap¶n1038195561,35.29%,Charity Medical Clinic,2015-11-17T09:43:57.838Z,5a9bebaac54645fbb792754cd79a759e,hospital,2,spooned.plausible.grandest,OpenStreetMap,,,,,,,
36.7879441,-1.3070483,http://www.openstreetmap.org/node/612008941,openstreetmap¶n612008941,35.29%,Chemi Chemi ya Uzima Clinic,2015-11-17T09:43:57.838Z,11b48ba5fb8b44518f115208cd7f2d6c,hospital,2,slick.only.piled,OpenStreetMap,,,,,,,
36.7964866,-1.2939955,http://www.openstreetmap.org/node/1271155401,openstreetmap¶n1271155401,35.29%,Chinese general clinic,2015-11-17T09:43:57.838Z,52f8b47b5d4d4849a62e314a77b56a61,hospital,2,nights.blacken.stressed,OpenStreetMap,,,,,,,
36.7947603,-1.310426,http://www.openstreetmap.org/node/612007693,openstreetmap¶n612007693,35.29%,Christ the King Clinic,2015-11-17T09:43:57.838Z,bc77fb1e34fb48d2acf5fd84829e99b1,hospital,2,skid.interacts.serve,OpenStreetMap,,,,,,,
36.7949929,-1.3105841,http://www.openstreetmap.org/node/612007685,openstreetmap¶n612007685,35.29%,Church of God Clinic,2015-11-17T09:43:57.838Z,7def232dfc66445991dc990e04fc0e3c,hospital,2,broadcast.hints.craftsman,OpenStreetMap,,,,,,,
34.723563845262902,-0.3990615,http://www.openstreetmap.org/way/235477100,openstreetmap¶w235477100,35.29%,Chuthber Health Centre,2015-12-11T10:51:22.924Z,c103c37fa972484195258001a8eb7333,hospital,2,electrodes.qualifier.buyout,OpenStreetMap,,,,,,,
37.9210544,-0.2798885,http://www.openstreetmap.org/node/1440499966,openstreetmap¶n1440499966,35.29%,Ciakariga Dispensary,2015-11-17T09:43:57.838Z,0448eb2a84e84082b448542d3a92b981,hospital,2,residual.materially.stipulating,OpenStreetMap,,,,,,,
34.8104007339102,3.7588529,http://www.openstreetmap.org/way/412997353,OpenStreetMap¶w412997353,29.41%,Clinic 6,2016-04-23T18:30:27Z,9da14532620b41f5b27dcd53332161e0,clinic,2,apartments.gliders.depicted,OpenStreetMap,,,,,,,
37.0474728,-1.4381146,http://www.openstreetmap.org/node/4340487489,OpenStreetMap¶n4340487489,29.41%,Clinix,2016-08-07T22:23:32Z,8e5604af68134fd298462c50e72dd91e,clinic,2,overreacted.bluebells.hoisted,OpenStreetMap,,,,,,,
36.7739346,-1.3104547,http://www.openstreetmap.org/node/1804804138,openstreetmap¶n1804804138,35.29%,Clinix Healthcare Kibera Branch,2015-11-17T09:43:57.838Z,8a3fe8560bd34e358bc21852d4eab920,hospital,2,selection.regularly.against,OpenStreetMap,,,,,,,
35.217066,-1.4433246,http://www.openstreetmap.org/node/1611716053,openstreetmap¶n1611716053,35.29%,Community Health Center,2015-11-17T09:43:57.838Z,2ea9f0d3d39041aab1df3c81750f0ea2,hospital,2,mudslides.infestation.inventing,OpenStreetMap,,,,,,,
36.7964847,-1.3138445,http://www.openstreetmap.org/node/698592306,openstreetmap¶n698592306,35.29%,Community Royal clinic,2015-11-17T09:43:57.838Z,4cee6d5aa58d4f52872a0b7477dd2f89,hospital,2,duos.dynamics.purses,OpenStreetMap,,,,,,,
37.766420359242296,-0.0029003,http://www.openstreetmap.org/way/460688519,OpenStreetMap¶w460688519,35.29%,Cottolengo Hospital,2016-12-20T07:14:31Z,6aa1f07a45e24c2e98f8a8aed0e0e02a,hospital,2,harvests.originality.minnows,OpenStreetMap,,,,Chaaria,,,
37.765819085505903,-0.00310415,http://www.openstreetmap.org/way/460688844,OpenStreetMap¶w460688844,35.29%,Cottolengo Rehab Centre,2016-12-20T07:17:46Z,12879d35aa6148048f58b85edb95ef16,hospital,2,farewell.depictions.excludes,OpenStreetMap,,,,Chaaria,,,
36.8909628,-1.2517424,http://www.openstreetmap.org/node/1431696796,openstreetmap¶n1431696796,35.29%,Crescent Medical Aid Kenya,2015-11-17T09:43:57.838Z,f0afd2dc5c494738abdd1b143bd320eb,hospital,2,cleanest.backs.comet,OpenStreetMap,,,,,,,
36.8674847,-1.2522822,http://www.openstreetmap.org/node/2378917149,openstreetmap¶n2378917149,35.29%,DRUGHILLCHEMIST,2015-11-17T09:43:57.838Z,6ad9de6a49a7404eb0a68d7dbcef328e,hospital,2,timer.motel.vandalism,OpenStreetMap,,,,,,,
40.0171996,2.4027699,http://www.openstreetmap.org/node/3702721529,openstreetmap¶n3702721529,35.29%,Dambas Health Center,2015-11-17T09:43:57.838Z,095bf4831aa44080ac5f633ab5f34b1b,clinic,2,grinders.lace.hardball,OpenStreetMap,,,,,,,
36.8553455,-1.262622,http://www.openstreetmap.org/node/4503852990,OpenStreetMap¶n4503852990,29.41%,Dan's medical center,2016-11-16T08:16:38Z,fe71a07a43ef46caae17d6b4b09f30ee,clinic,2,airless.mixes.sleepless,OpenStreetMap,,,,,,,
39.7805417,3.3372977,http://www.openstreetmap.org/node/3696856323,openstreetmap¶n3696856323,35.29%,Danaba Dispensary,2015-11-17T09:43:57.838Z,a36915894ad54412b8a40b8e878de6c9,clinic,2,backflips.spongy.shatter,OpenStreetMap,,,,,,,
36.8879446,-1.26096,http://www.openstreetmap.org/node/4191435747,OpenStreetMap¶n4191435747,29.41%,Dandora Health Centre,2016-05-17T09:59:53Z,36eb9990bd83434d8df382e65c8e22bf,hospital,2,decimals.yours.jugs,OpenStreetMap,,,,,,,
36.8004897,-1.2605368,http://www.openstreetmap.org/node/2699721982,openstreetmap¶n2699721982,35.29%,Dental Surgeons - Vinayak & Popat,2015-11-17T09:43:57.838Z,2215a93fe18c4adb858d78ce3922fb65,hospital,2,everybody.spooked.helped,OpenStreetMap,,,,,,,
39.5681018,-4.2743897,http://www.openstreetmap.org/node/1456881738,openstreetmap¶n1456881738,35.29%,Diani Health Centre,2015-11-17T09:43:57.838Z,07346cc87c0b44d4b2290246ad6c5012,hospital,2,windstorms.became.rundown,OpenStreetMap,,,,,,,
40.9594663,0.9939845,http://www.openstreetmap.org/node/3713247509,openstreetmap¶n3713247509,35.29%,Dif Health Center,2015-11-17T09:43:57.838Z,83257cd838ac4fd0b6093ff9e5ce23db,clinic,2,designs.encryption.expositions,OpenStreetMap,,,,,,,
39.5704774,0.8442057,http://www.openstreetmap.org/node/3713230009,openstreetmap¶n3713230009,35.29%,Dilmanyale Dispensary,2015-11-17T09:43:57.838Z,deed7629acd54d5385660b967c31c395,hospital,2,peering.succinct.calculable,OpenStreetMap,,,,,,,
36.6900858,-1.311653,http://www.openstreetmap.org/node/1460515333,openstreetmap¶n1460515333,35.29%,Dispensary,2015-11-17T09:43:57.838Z,c91b4ab7cb2449d58b2bde25890a2309,hospital,2,tastings.opera.manage,OpenStreetMap,,,,,,,
36.6413445,-0.9782552,http://www.openstreetmap.org/node/1839801108,openstreetmap¶n1839801108,35.29%,"Dispensary,",2015-11-17T09:43:57.838Z,93c3c29dc27d4e1986090a75b7386f61,hospital,2,stooped.khakis.beanbag,OpenStreetMap,,,,,,,
36.804695,-1.2954396,http://www.openstreetmap.org/node/1628530772,openstreetmap¶n1628530772,35.29%,Doctor Plaza,2015-11-17T09:43:57.838Z,ca64fe24521e4af1931adae315eaf3c8,hospital,2,statue.bullion.ground,OpenStreetMap,,,,,,,
36.8874502,-1.3212906,http://www.openstreetmap.org/node/949597706,openstreetmap¶n949597706,35.29%,Dom Health Care,2015-11-17T09:43:57.838Z,90e2464fa5b34787a6721a910be35f07,hospital,2,relishing.systems.squirts,OpenStreetMap,,,,,,,
37.1596971,-0.7199562,http://www.openstreetmap.org/node/3105367383,openstreetmap¶n3105367383,35.29%,Drug Youth Rehabilitation Centre,2015-11-17T09:43:57.838Z,96c0bee056974d52a838ae91b751932c,clinic,2,mirroring.hairstyle.definite,OpenStreetMap,,,,,,,
39.9863778,2.7101903,http://www.openstreetmap.org/node/3702436364,openstreetmap¶n3702436364,35.29%,Dunto Dispensary,2015-11-17T09:43:57.838Z,a5a1914687684c0abadc755fa92e48e2,clinic,2,telescope.unlit.blacksmiths,OpenStreetMap,,,,,,,
37.1564004,-0.7199368,http://www.openstreetmap.org/node/3105367384,openstreetmap¶n3105367384,35.29%,DynaPharm International Company,2015-11-17T09:43:57.838Z,b7a1fc3fcbc049228498b2697424229a,clinic,2,preheated.crescendo.infringe,OpenStreetMap,,,,,,,
36.8865511,-1.317504,http://www.openstreetmap.org/node/878846939,openstreetmap¶n878846939,35.29%,EVA MEDICAL CLINIC,2015-11-17T09:43:57.838Z,ce7738ae486a44b2b40c1ff56a6fd670,hospital,2,letters.sprouting.refer,OpenStreetMap,,,,,,,
36.8831751,-1.248706,http://www.openstreetmap.org/node/2405823273,openstreetmap¶n2405823273,35.29%,Ebenezer Clinic and Chemist,2015-11-17T09:43:57.838Z,92c5fe1086b9443c872c74e7b9e71f34,clinic,2,commented.vegetable.joggers,OpenStreetMap,,,,,,,
36.8832105,-1.3138214,http://www.openstreetmap.org/node/949597796,openstreetmap¶n949597796,35.29%,Ebenezer Maternity And Baby Care,2015-11-17T09:43:57.838Z,df914d6875f64ce18bfa42d0a5567cf4,hospital,2,december.quail.darker,OpenStreetMap,,,,,,,
36.8554829,-1.2651921,http://www.openstreetmap.org/node/4502112948,OpenStreetMap¶n4502112948,29.41%,Ederp Mathare 3A,2016-11-15T09:43:39Z,7a70e2efbd844b00ba4270ca10b5ae7a,clinic,2,promising.providing.dinosaur,OpenStreetMap,,,,,,,
35.931243303523502,-0.37151185,http://www.openstreetmap.org/way/101533083,openstreetmap¶w101533083,35.29%,Egerton Dispensery,2015-12-11T10:51:22.924Z,9fff3d840d6b4d0098fea440a700aa78,hospital,2,imbalanced.respective.fears,OpenStreetMap,,,,,,,
36.8871887,-1.3177626,http://www.openstreetmap.org/node/1419004977,openstreetmap¶n1419004977,35.29%,El'shadai Medical Clinic,2015-11-17T09:43:57.838Z,33550620eb924d6db2df771ba175fcb3,hospital,2,squabbles.besotted.tickling,OpenStreetMap,,,,,,,
40.1823437,2.3020343,http://www.openstreetmap.org/node/3702721539,openstreetmap¶n3702721539,35.29%,Elben Dispensary,2015-11-17T09:43:57.838Z,5951b918fe944f21870d89d7b3421733,clinic,2,corporates.kind.driverless,OpenStreetMap,,,,,,,
35.8135635,-0.3019963,http://www.openstreetmap.org/node/4185638273,OpenStreetMap¶n4185638273,35.29%,Elburgon Nursing & Maternity Home.,2016-05-14T16:14:53Z,33aa621eaf3c4a69a90c3902dfb13057,hospital,2,brags.dreamt.storekeeper,OpenStreetMap,,,,Elburgon,,,
35.807930924729902,-0.3059907,http://www.openstreetmap.org/way/419230718,OpenStreetMap¶w419230718,35.29%,Elburgon Nyayo Ward Hospital,2016-05-18T12:17:24Z,e416e68c89ea43d6a7382ba8ffb2acbe,hospital,2,turtleneck.petitions.wastefully,OpenStreetMap,,,,"204, Elburgon, Elburgon, 20102",,,
35.723547810269103,0.04625505,http://www.openstreetmap.org/way/429074919,OpenStreetMap¶w429074919,29.41%,Eldama Ravine District Hospital,2016-07-04T13:25:48Z,557004c1172e496abb290cc06d1381a5,hospital,2,expedite.throttle.striding,OpenStreetMap,,,,,,,
